65,5802508
59,5801639
52,5687085
60,5422082
69,5394054
66,5353591
54,5209372
166,5191001
197,5152906
71,10522305
73,10509961
74,10455065
83,9548924
85,9474711
86,9457199
89,9270017
92,9167304
102,8813922
104,8696354
107,8614955
111,8387899
117,8177832
119,8160534
22,8115520
123,8064361
126,8022773
127,7993078
19,7901968
133,7792643
140,7536851
144,7367482
145,7363913
147,7350024
149,7301381
150,7299201
152,7281773
156,7227612
157,7225080
159,7182262
160,7170169
161,7149158
167,6985392
175,6809438
180,6680928
181,6657404
182,6652130
184,6635128
24,6635109
192,6400108
197,6278993
28,16213589
34,14519547
38,14392788
39,14385703
43,13810722
45,13583538
53,12782098
57,12234761
70,11245393
74,10561183
97,8901697
126,7655623
129,7524738
139,7117347
147,6865689
152,6763705
17,6388079
183,6108393
185,6068816
1,5845457
74,9325928
104,7932101
138,6653913
15,6567755
29,6204228
167,5929516
86,5884221
18,5698275
46,5436450
9,5390363
43,5375449
60,5370330
180,5364223
35,5314734
41,12914431
44,12660806
48,12507010
53,11298839
59,11066606
63,10957181
66,10733416
83,9624871
16,8413330
24,7703744
26,7165808
27,7010227
151,6006877
171,5842320
172,5816739
63,5463964
78,8392247
105,7276896
82,6241923
139,6152821
162,5504912
88,5362508
19,5358940
174,5263469
36,5203423
140,5196635
7,5164187
22,5039047
41,4995203
188,4988571
192,4920218
24,4914682
105,4911995
44,4911749
87,4907925
129,4899440
9,4878286
95,7292247
86,5929062
74,5602168
140,5561227
153,5445204
117,5361669
20,5308945
52,5303146
124,5201322
144,5158896
168,5151014
157,5083648
22,5043665
25,4980571
53,4926802
32,4899099
102,4872409
162,4863053
29,4746415
76,4739241
156,4732343
92,4731423
5,4721082
163,4713873
38,5798744
31,5282490
42,5249342
168,5226940
49,5220504
119,5064484
85,5033798
25,4951481
41,4924030
49,4896521
59,4865084
30,4813796
29,4787127
42,4784580
14,4773792
51,10941573
65,9399230
66,9397167
146,5605234
105,5229835
91,5226264
176,5103194
179,5096618
38,4914412
133,4904772
23,4825749
14,4821213
11,6846771
82,5547002
88,5079328
19,5016343
137,5010179
56,4980744
1,4941592
37,4817969
172,4765198
26,4745568
32,4709053
197,4703672
73,4674658
68,5183246
35,5125708
165,5116071
89,5112572
32,5056387
109,4870203
15,4752289
135,4705484
18,4680447
192,4665053
69,4652712
54,4607003
77,4598766
93,4560503
46,5304382
12,5089970
53,4947593
49,4933462
59,4751756
110,4751064
81,4727923
108,4641393
65,9129562
68,8675173
77,8243488
84,7762934
131,6029118
138,5846760
139,5841110
153,5550390
77,5233336
179,5154955
106,5109038
190,4915080
197,4853661
58,7471309
97,6936305
99,6819838
116,6292620
123,6032935
126,6013371
145,5547939
151,5482390
112,5463424
86,5220309
171,5141212
177,4977405
164,4964708
24,4867620
14,4851997
188,4834258
76,4761286
26,4745752
143,4632724
65,4628159
148,5329256
64,5178107
150,5151406
158,5101640
159,5094137
4,4924533
10,4819362
9,4805366
181,4800543
23,4799038
4,4690955
12,4599807
194,4569978
197,4526982
91,4502853
83,5698099
72,5049863
65,4957966
167,4938139
112,4898520
122,4877753
68,4776686
183,4723116
150,4652583
21,4620838
142,4602336
75,4598325
13,4568308
115,5949270
157,5117128
91,4982232
71,4876238
152,4737291
122,4668193
82,4642057
112,4615520
103,4593366
5,4587573
11,4585895
134,4572706
86,4538382
148,5306994
71,4624448
185,4609169
27,4597001
174,4575403
111,4564331
5,4556900
113,4547965
31,4514763
117,4501441
43,11373347
145,5440253
22,5391018
106,4887204
8,4883202
56,4702117
177,4685894
11,4586236
188,4561189
37,4436934
72,4405338
186,4391666
136,4390823
8,4389670
151,5254969
10,5111416
59,4737306
79,4664281
77,4488631
74,4480780
55,4472669
100,4466143
176,4462411
126,4449437
189,4439790
17,4424118
118,4392936
185,4380308
50,4371370
74,4351784
13,5564072
15,5459423
18,5128412
24,5112180
157,5074613
20,5053658
170,4736059
180,4625985
50,4599408
170,4522005
16,4510218
29,6796343
33,6085522
41,5943851
140,5768616
141,5752169
144,5674945
149,5534361
47,5375944
25,4978899
171,4828004
26,4695091
179,4661170
42,4588064
86,4583475
33,4561936
101,4476954
82,8293983
147,5600868
163,5056986
37,5047752
161,4966428
174,4823401
35,4798078
27,4761155
